n01797886_8416,n01807496_6388
n03017168_1957,n03447721_1097
n02114367_27625,n02114548_19508
n12985857_839,n13040303_1077
n02113023_5995,n02113186_5073
n02106030_13685,n02106166_5644
n02102040_1130,n02102177_586
n01797886_14871,n01807496_12296
n02095889_5718,n02096437_3945
n02490219_6428,n02493509_15330
n02795169_23639,n03127925_9696
n02395406_25953,n02396427_15318
n04116512_18162,n04118776_35532
n03773504_8584,n04008634_21984
n01753488_2507,n01756291_4026
n02097047_1875,n02097209_1175
n13044778_3717,n13052670_4721
n02808440_5374,n04493381_294
n04264628_597,n04505470_279
n02795169_1385,n04049303_13
n01871265_816,n02504458_1333
n03793489_11761,n03832673_18865
n01914609_6418,n02607072_702
n03063689_15279,n04560804_15419
n02091467_13204,n02110185_9639
n07583066_5098,n07880968_3686
n02441942_21270,n02443114_31662
n03476991_11793,n04357314_14303
n02091134_2392,n02091831_1723
n01984695_13929,n01985128_10861
n03710637_8589,n03710721_18367
n02085782_7617,n02086910_3738
n01729977_1577,n01749939_598
n01755581_12185,n01756291_11338
n02486261_8784,n02494079_7790
n01630670_6067,n01631663_7491
n01753488_3025,n01756291_4788
n03461385_69129,n07716358_27771
n07753275_3107,n07753592_2347
n02165105_5210,n02169497_7148
n02999410_12484,n03000247_27513
n02094258_6437,n02096294_7628
n02095314_195,n02095570_359
n02325366_3147,n02326432_4089
n03637318_4192,n04380533_2009
n07711569_5595,n07871810_13510
n04560804_6106,n04579145_1436
n01675722_2024,n01685808_7656
n02119022_5856,n02119789_16766
n01797886_10778,n01807496_8956
n02486261_286,n02493509_193
n02978881_5504,n04392985_659
n03983396_2088,n04557648_1963
n13040303_5338,n13044778_4422
n01630670_5826,n01631663_7008
n02395406_28462,n02396427_16844
n02979186_5994,n02988304_6292
n07716906_1346,n07717556_3989
n13044778_2007,n13052670_2479
n03773504_23958,n04008634_22607
n01728572_5416,n01729322_17961
n01797886_3310,n01807496_2816
n01983481_25103,n01984695_57624
n01753488_941,n01756291_1589
n02412080_45603,n02415577_65701
n02114367_2369,n02114548_1660
n03710637_12617,n03710721_25212
n02441942_13390,n02442845_12547
n02804610_2184,n03532672_3902
n02085782_186,n02086646_172
n03782006_7353,n04152593_29174
n03782006_4474,n04152593_25131
n02486261_18799,n02493509_15576
n03347037_9344,n04201297_273
n02412080_1776,n02415577_2167
n01753488_7843,n01756291_12373
n02395406_3480,n02396427_1980
n01797886_10349,n01807496_8620
n03976657_2072,n04458633_999
n01797886_721,n01807496_610
n02101556_4904,n02102480_2413
n02978881_5704,n04392985_3317
n02483362_11945,n02483708_4346
n02939185_7918,n03633091_14769
n02443114_13696,n02443484_12052
n02119789_4243,n02120505_6908
n01914609_13664,n02319095_8607
n02749479_6070,n04090263_11485
n02094114_6583,n02094258_2885
n02823428_5214,n02877765_3167
n03633091_12730,n04263257_780
n03642806_4851,n03832673_13213
n03125729_11041,n03788365_25308
n03063689_14267,n04398044_27784
n02002556_363,n02002724_278
n03017168_56187,n03447721_29335
n01753488_698,n01756291_1202
n02097047_1322,n02097209_841
n03773504_13100,n04008634_47883
n02119022_2490,n02119789_1347
n01682714_8118,n01693334_7009
n02325366_10415,n02326432_9461
n01728572_3411,n01728920_3094
n02979186_11539,n02988304_11967
n02107908_8711,n02108000_4062
n03782006_6444,n04152593_7373
n13044778_3688,n13052670_4681
n02100877_3694,n02101006_1929
n01753488_637,n01756291_1111
n02396427_159,n02397096_90
n01773797_5869,n04275548_12429
n01735189_21385,n01737021_17199
n03933933_69721,n04311004_3098
n01797886_8524,n01807496_7114
n02091635_10714,n02093991_3073
n02395406_33519,n02396427_19922
n02100877_15391,n02101006_7880
n03690938_10732,n04254120_3444
n02804610_19100,n03838899_31776
n02441942_19007,n02442845_3823
n03773504_12411,n04008634_140
n03179701_7704,n03180011_8134
n03782006_7066,n04152593_28760
n01644373_225,n01644900_243
n01753488_469,n01756291_824
n02808440_18657,n03424325_9066
n03250847_8002,n03929660_13836
n02025239_2437,n02027492_3160
n02749479_9439,n04090263_17844
n04201297_9796,n04239074_20469
n07718747_16222,n07730033_1188
n02119022_2001,n02119789_2049
n01729977_2909,n01749939_1098
n03691459_58797,n04041544_26269
n02422699_7788,n02423022_6675
n02690373_152,n04592741_26260
n02364673_10784,n02971356_22277
n01797886_3720,n01807496_3153
n02094258_2509,n04254680_7668
n03196217_359,n03197337_432
n03782006_12154,n04152593_36121
n02165105_3781,n02167151_4824
n02488291_2987,n02493509_8963
n02422106_19,n02422699_31
n02093991_1522,n02094258_1141
n01828970_115,n01843065_36
n03777754_620,n04041544_21054
n02395406_22825,n02396427_13431
n04263257_1513,n07930864_5749
n02093256_5364,n02093428_7300
n02979186_1542,n04392985_1095
n01978287_8396,n01981276_15571
n02395406_26696,n02396427_35120
n03594945_22045,n03930630_1982
n02443114_1292,n02443484_1159
n12144580_41246,n13133613_74313
n03710637_4507,n03710721_13287
n02441942_11041,n02443114_14656
n02093256_5988,n02093428_1378
n01729977_7028,n01749939_2706
n02107908_10870,n02108000_6025
n03220513_10458,n03956157_6285
n02099429_2497,n02099849_3776
n02107908_10445,n02108000_5625
n02097130_7654,n02097209_5427
n03782006_33539,n04152593_65766
n02445715_24260,n02447366_17055
n02395406_25304,n02397096_3028
n02749479_473,n03763968_331
n02099267_2806,n02099429_1735
n01978455_4198,n01981276_6740
n01806567_10342,n02018795_6285
n02107908_12463,n02108000_7510
n01978455_2610,n01981276_4103
n01667114_1892,n01669191_3757
n01753488_7916,n01756291_12464
n02395406_21235,n02396427_12475
n01984695_840,n01985128_33712
n03220513_17627,n03788195_13758
n07716906_3425,n07718472_16409
n03967562_2996,n04465501_2729
n03676483_3659,n04357314_2845
n01682714_12463,n01693334_10897
n03773504_3772,n04008634_1131
n02099267_3066,n02099429_1915
n02104029_6920,n02105505_6292
n03976657_20025,n04458633_21537
n03535780_41873,n03888605_27828
n02979186_14100,n02988304_16664
n01871265_1293,n02504013_1784
n03773504_27483,n04008634_25403
n02395406_5277,n02396427_3049
n03496892_10672,n04428191_10684
n02088466_430,n02089973_165
n02441942_2041,n02444819_2067
n01978287_2010,n01978455_2033
n02441942_22272,n02443114_1535
n03197337_10396,n03544143_12604
n02979186_1783,n04392985_1277
n01753488_28553,n01756291_35979
n01797886_8262,n01807496_1573
n03535780_16000,n03888605_13306
n02441942_12379,n02443484_14439
n02086240_9520,n02093754_5915
n04146614_5155,n04461696_12028
n03773504_21363,n04008634_20513
n03769881_5103,n03770679_10048
n02094114_918,n02094258_463
n02877765_12369,n04557648_3532
n03782006_4800,n04152593_25610
n03196217_355,n03197337_426
n01682714_9695,n01693334_8428
n02119022_11114,n02119789_5847
n02106030_2238,n02106166_898
n02895154_28025,n03146219_3345
n03584254_4482,n04254777_18776
n01871265_2819,n02504013_3843
n03710637_9216,n03710721_19393
n03782006_9962,n04152593_32839
n01797886_13537,n01807496_11234
n02097130_6210,n02097209_4792
n02094433_945,n02097047_7798
n03773504_7754,n04008634_21334
n03710637_10528,n03710721_4200
n02978881_14214,n02979186_16382
n03710637_12,n03710721_25
n07747607_4264,n07753592_3046
n03110669_90806,n04141076_43949
n01729977_5631,n01739381_1874
n02493509_4365,n02494079_4335
n03075370_8655,n03874599_13577
n02978881_11136,n04392985_9608
n03773504_6564,n04008634_20424
n02093991_3887,n02098105_3338
n02412080_16385,n02415577_20473
n02895154_6666,n04192698_8154
n02877765_16295,n03983396_22816
n01797886_12526,n01807496_10419
n03710637_7869,n03710721_16768
n02123597_2,n02124075_1
n03902125_1521,n03908714_7417
n03770439_13529,n04507155_14011
n02106030_7800,n02106166_62
n01797886_15497,n01807496_12796
n03804744_26403,n04153751_18268
n01728920_6175,n01737021_6558
n01644373_9615,n01644900_5455
n01770081_5073,n02229544_4153
n04442312_12653,n07930864_24794
n02395406_18359,n02396427_10813
n02325366_9895,n02326432_12313
n02441942_4301,n02443114_45112
n07920052_10570,n07930864_18563
n02769748_31598,n03709823_8217
n02979186_14271,n04392985_3842
n03773504_2875,n04008634_2763
n02422699_2911,n02423022_2564
n01630670_5825,n01631663_4914
n01797886_2286,n01807496_1938
n02093991_8980,n02098105_8675
n02107908_12533,n02108000_7581
n04447861_1598,n15075141_5017
n03345487_2766,n04461696_3148
n01797886_2149,n01807496_1804
n03710637_1678,n03710721_3689
n02669723_347,n03787032_13501
n02097047_951,n02097209_583
n02403003_5442,n03868242_297
n02484975_6799,n02493509_11454
n02091831_7681,n02092002_4359
n02808440_4876,n04493381_2952
n02807133_7309,n03710721_25550
n02107908_10150,n02108000_5403
n02104029_3182,n02111500_6217
n02106030_7067,n02106166_2910
n07613480_5533,n07932039_2356
n02097047_1118,n02123045_8948
n02497673_447,n02500267_8595
n03773504_7678,n04008634_21266
n04356056_6084,n04557648_2299
n01729322_3718,n01756291_5845
n03017168_17399,n03447721_10101
n01753488_3666,n01756291_5818
n02978881_54,n02979186_40
n07716906_2699,n07717410_3302
n02104029_1838,n02111500_1878
n02096294_189,n02097658_508
n02395406_8121,n02396427_4753
n03773504_8629,n04008634_22018
n02422699_3046,n02423022_2700
n02096294_2259,n02097658_6587
n02443114_1652,n02445715_8200
n02979186_1870,n04392985_1330
n02395406_5561,n02396427_3248
n02895154_45269,n03146219_26290
n02979186_15901,n02988304_9880
n02115913_262,n02115913_4032
n02002556_7054,n02002724_5217
n01630670_3329,n01631663_4007
n03063689_6298,n03297495_3981
n03710637_2033,n03710721_4410
n02107908_10295,n02108000_5519
n02974003_7898,n04285008_10726
n02395406_6957,n02396427_4020
n03109150_17342,n04591713_5973
n02395406_21515,n02396427_12649
n01797886_8378,n01807496_6982
n02669723_14648,n03787032_7310
n02107574_3149,n02107908_4495
n03085013_20303,n04505470_4520
n02093991_10398,n02098105_10397
n07747607_17577,n07753592_12601
n04335435_24066,n04487081_9024
n01667114_14683,n01667778_16052
n07717410_2043,n07717556_2473
n02395406_1739,n02396427_1014
n01753488_8350,n01756291_13137
n02749479_5711,n04090263_10849
n02099429_3866,n02102973_3344
n02099601_604,n02099712_545
n02088238_2300,n02088364_2973
n03045698_1028,n04599235_2708
n01753488_10082,n01756291_16104
n01797886_4795,n01807496_9861
n03476991_8366,n03916031_14446
n03710637_4013,n03710721_8519
n03710637_4849,n03710721_10284
n01753488_3611,n01756291_5709
n03976657_7325,n04458633_3563
n02979186_6012,n02988304_17578
n03793489_8987,n03832673_17036
n02095314_2754,n02095570_3101
n03782006_8044,n03832673_15823
n02895154_2344,n03146219_1120
n01753488_8992,n01756291_14277
n03773504_11964,n04008634_24590
n03710637_15803,n03710721_30752
n03710637_1081,n03710721_2372
n01797886_5430,n01807496_4568
n02776631_13216,n04081281_23100
n02109961_185,n02110185_129
n03773504_12956,n04008634_25358
n03481172_11842,n04208210_17051
n03710637_215,n03710721_526
n02492660_4646,n02493793_4531
n02483362_11414,n02483708_4171
n02113978_1323,n02113978_737
n02804610_20904,n03838899_34298
n03017168_60908,n03447721_47655
n01753488_5898,n01756291_9279
n02089973_2695,n02091831_3922
n02128385_19590,n02128757_3258
n02791124_2392,n02791270_6785
n01797886_8089,n01807496_6753
n07716906_2710,n07717410_3314
n01797886_5417,n01807496_4555
n02093647_2585,n02093647_518
n02795169_39392,n04049303_761
n02107908_9078,n02108000_4398
n07747607_15849,n07753592_11322
n02107908_12312,n02108000_7387
n02412080_23526,n02415577_29585
n02114367_5499,n02114548_3837
n02123159_4816,n02129604_12465
n01984695_23642,n01985128_18538
n02979186_16019,n04392985_9713
n03782006_606,n04152593_19555
n01984695_43271,n01985128_33471
n02102040_752,n02102318_1507
n01753488_10943,n01756291_17873
n03710637_7861,n03710721_11725
n02089867_692,n02089973_755
n03180011_3098,n03793489_1307
n04147183_24636,n04612504_8322
n02097130_2774,n02097209_1197
n04118776_42864,n04238763_12946
n02808440_6181,n04493381_3723
n03085013_22489,n03793489_7591
n02804610_17022,n03838899_32500
n12144580_38310,n13133613_68868
n01753488_11052,n01756291_18354
n03710637_2107,n03710721_4583
n02749479_5966,n04090263_11300
n02107683_3451,n02107908_2234
n03017168_18241,n03447721_10583
n01871265_3495,n02504458_5579
n02093991_216,n02095570_273
n01753488_11517,n01756291_784
n02097130_3360,n02098105_2428
n07745940_5501,n07747607_39923
n02114712_5157,n02115641_7321
n03933933_20025,n04366367_7596
n01729322_9114,n01755581_11435
n02808440_5976,n04493381_3606
n01755581_6627,n01756291_8185
n02099429_3645,n02102973_5321
n03642806_12115,n03832673_16371
n01871265_6639,n02504013_8948
n02093256_4056,n02093428_5583
n02395406_26401,n02396427_15595
n02395406_9650,n02396427_5633
n01740131_4356,n01744401_5830
n02086910_10324,n02101556_380
n01797886_5398,n01807496_4535
n03180011_7246,n03782006_19858
n02895154_3054,n03146219_7984
n01773157_435,n01773797_8748
n04264628_15,n04505470_4086
n13044778_426,n13052670_547
n02895154_10114,n03146219_4673
n02102040_3956,n04209133_5006
n02114367_628,n02114548_2227
n02097130_4193,n02097130_5576
n01753488_6384,n01756291_5758
n03782006_136,n04152593_18923
n03633091_14379,n04332243_6488
n01797886_14226,n01807496_11768
n02794156_436,n04548280_541
n02115641_2440,n02115913_739
n03450230_24400,n10148035_3445
n02979186_26014,n04392985_14706
n02128385_5341,n02128757_5318
n04591713_4980,n07892512_35236
n01729977_9457,n01739381_565
n03782006_3653,n04152593_23888
n02093256_2205,n02093428_3032
n02791124_5285,n02791270_15159
n01740131_522,n01756291_3888
n02123045_2010,n02123159_1245
n02096294_4,n02097658_9
n01630670_1070,n01631663_6391
n01753488_4193,n01756291_6644
n01797886_4202,n01807496_13769
n03710637_10718,n03710721_2492
n03976657_23622,n04458633_1003
n02486261_12130,n02493509_9776
n03773504_16880,n04008634_16797
n01667114_870,n01669191_1794
n02113624_4165,n02113712_2928
n02101556_14187,n02102480_11280
n03773504_15672,n04008634_15791
n02749479_1771,n04090263_3429
n03633091_15730,n04332243_8380
n03017168_17774,n03447721_10322
n02484975_1375,n02488291_1923
n03773504_13665,n04008634_13786
n02708093_797,n03196217_1391
n03710637_2056,n03710721_4462
n03290653_7774,n04404412_23136
n02090721_4862,n02102973_3343
n01734418_16096,n01740131_21364
n02109961_2784,n03218198_14060
n01664065_2613,n01665541_14689
n03710637_13355,n03710721_26416
n02107574_3878,n02107908_8973,n02108000_4277
n02109961_17144,n02110185_11919
n03773504_7691,n04008634_21275
n01753488_10337,n01756291_16503
n02124075_2671,n02128385_7251
n02395406_12010,n02396427_7033
n02422699_39,n02423022_8405
n03773504_2840,n04008634_17492
n03017168_61197,n03447721_31014
n02165456_15502,n02169497_3229
n03259280_4335,n04596742_24765
n01744401_9469,n01756291_15808
n03710637_9794,n03710721_2434
n03028079_16699,n03220513_10197
n03782006_13802,n04152593_38574
n02128385_2315,n02128757_2302
n03017168_7871,n03447721_4515
n03908618_6685,n04116512_9577
n03710637_5560,n03710721_7871
n03017168_69232,n03447721_51655
n01729322_19744,n01753488_11137
n02096294_6061,n02097209_7278
n02749479_4179,n04090263_8012
n01665541_5239,n01667778_16033
n02749479_5712,n04090263_10851
n03063689_4499,n04330267_21156
n01753488_1633,n01756291_2665
n01797886_5675,n01807496_3975
n03180011_11426,n03832673_11416
n02978881_2796,n04392985_3003
n01735189_6738,n01756291_8198
n02974003_889,n04037443_4088
n03933933_5039,n04311004_799
n07711569_3821,n07871810_9326
n01914609_6659,n02607072_862
n01729977_1605,n01749939_612
n03180011_3487,n03832673_15927
n04552348_20446,n04592741_5623
n03710637_2390,n03710721_17105
n07583066_11554,n07880968_8445
n02165456_25723,n02169497_5336
n03710637_3553,n03710721_7570
n02002556_959,n02002724_721
n02823750_3833,n03443371_5091
n01753488_11133,n01756291_18749
n02114712_8120,n02115641_8540
n02808440_10448,n04493381_39319
n04398044_18042,n04560804_13436
n03773504_5833,n04008634_216
n03075370_58,n04125021_103
n02493793_1012,n02494079_553
n03782006_12934,n04152593_37365
n02107908_10098,n02108000_5342
n02109961_13295,n02110185_9380
n01797886_7401,n01807496_6194
n02687172_95121,n04347754_96810
n02113023_13135,n02113186_11069
n01728920_2476,n01734418_3070
n01797886_13550,n01807496_11244
n02395406_21164,n02396427_12430
n01744401_5271,n01753488_14677
n02091635_10577,n02105505_5794
n02114712_9672,n02114855_4340
n12144580_2056,n13133613_3762
n02895154_25872,n03146219_532
n03710637_5385,n03710721_17929
n01871265_6026,n02504013_8105
n02974003_7367,n03208938_7170
n02093991_91,n02098105_86
n02749479_1734,n04090263_3380
n02093647_5494,n02102973_5948
n02895154_43745,n03146219_25140
n01630670_5676,n01631663_7046
n03384352_7942,n03697007_18485
n02395406_39930,n02396427_1888
n03995372_4293,n04154565_8218
n03461385_64746,n04204238_9497
n03085013_7440,n04264628_5189
n04204238_3361,n04204347_42
n02096294_1025,n02123597_14171
n02493509_3128,n02494079_3093
n02488702_5437,n02492035_13857
n03773504_12375,n04008634_24915
n02109525_1314,n02109525_7982
n02777292_7743,n03888605_7076
n02119022_12841,n02119789_3011
n03180011_18828,n03492542_2653
n03773504_13919,n04008634_26184
n03908618_36218,n04116512_51979
n01735189_7277,n01744401_6943
n02895154_30079,n03146219_8830
n02097047_2512,n02097130_1900
